id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,forkedFrom,oracles,listedAt,methodology,slug,tvl,chainTvls,change_1h,change_1d,change_7d,tokenBreakdowns,mcap,referralUrl,treasury,audit_links,openSource,governanceID,github,hallmarks,parentProtocol,wrongLiquidity,staking,assetToken,oraclesByChain,pool2,stablecoins,misrepresentedTokens,language,tokensExcludedFromParent,deadUrl,deadFrom,rugged
2329,HoustonSwap,aptos:0x7ab72b249ec24f76fe66b6de19dcee1e3d3361db5c2cccfaa48ea8659060a1bd,HOU,https://houstonswap.io/,"HoustonSwap is the first DEX to adopt the Concentrated Liquidity Market Making (CLMM) model on Aptos chain, providing automated liquidity provision strategies. The vision of HoustonSwap is to make better use of your capital — offering best trading rates for traders with low slippage equipped by CLMM, and minimizing impermanent losses for liquidity providers with best-in-class automated strategies, accompanied by the comprehensive borrowing functionality and automated bots",Aptos,https://icons.llama.fi/houstonswap.png,2,,houston-token,,Dexes,['Aptos'],houstonswap/index.js,Houston_swap,[],[],1670096257.0,,houstonswap,12225.65243306008,{'Aptos': 12225.65243306008},-0.5541096313329348,-0.9105732682820786,2.0517844395075144,{},,,,['https://www.certik.com/projects/houstonswap'],,,,,,,,,,,,True,,,,,
2474,Obric,,-,https://obric.xyz,Proactive AMMS with your Single-token liquidity.,Aptos,https://icons.llama.fi/obric.jpg,0,,,,Dexes,['Aptos'],obric/index.js,poor_obric,[],[],1675014438.0,,obric,8439.88208354045,{'Aptos': 8439.88208354045},-0.6986709153598696,-1.3363883337518274,2.8942720236038326,{},,,,,,,,,,,,,,,,True,,,,,
2499,Eternal Finance,aptos:0x25a64579760a4c64be0d692327786a6375ec80740152851490cfd0b53604cf95,ETERN,https://eternalfinance.io,"Eternal Finance is the first automated and leveraged yield farming protocol built on Aptos and other chains, offering automated bots to optimize everyone's yield farming experience.",Aptos,https://icons.llama.fi/eternal-finance.jpg,0,,eternal-finance,23779,Yield,['Aptos'],eternalFinance/index.js,eternalfinance_,[],['Internal'],1675697426.0,,eternal-finance,6408.6519805901,{'Aptos': 6408.6519805901},-0.6326820441169474,-1.0254971817979026,10.087599102717547,{},0.0,,,,,,,,,,,,,,,,,,,,
2710,BaptSwap V1,,-,https://baptswap.com,Swap. Stake. Secure. The first DEX to support fee-on-transfer tokens on Aptos.,Aptos,https://icons.llama.fi/baptswap.jpg,2,,,,Dexes,['Aptos'],baptswap/index.js,baptswap,['Uniswap V2'],[],1679483195.0,,baptswap-v1,1685.6956711157097,{'Aptos': 1685.6956711157097},-1.1800525317171662,-3.6356909549109275,15.979389418992199,{},,,,['https://github.com/ContractWolf/smart-contract-audits/blob/main/ContractWolf_Audit_BAPT_SWAP.pdf'],,,,,parent#baptswap,,,,,,,True,,,,,
2694,Jujube Finance,,-,https://app.jujube.finance,"Jujube Finance is an innovative platform built on Aptos and Sui, providing AMM Dex & NFT & GameFiDE services. Its basic functions include exchange, liquidity, pool, and farm. Users can also stake NFTs to generate JUJUBE income. Jujube Kindom is a unique game system within the platform, making Jujube's ecosystem more complete.",Aptos,https://icons.llama.fi/jujube-finance.png,0,,,,Dexes,['Aptos'],jujubefinance/index.js,JujubeFinance,['Uniswap V2'],[],1679328768.0,,jujube-finance,345.13728583359995,{'Aptos': 345.13728583359995},-3.3696303585652174,-4.347914515927215,14.043992436515822,{},,,,,,,,,,,,,,,,True,,,,,
3966,BaptSwap V2,,-,https://baptswap.com,Swap. Stake. Secure. The first DEX to support fee-on-transfer tokens on Aptos.,Aptos,https://icons.llama.fi/baptswap.jpg,2,,,,Dexes,['Aptos'],baptswap-v2/index.js,baptswap,[],[],1703726463.0,,baptswap-v2,231.16568590460002,{'Aptos': 231.16568590460002},-1.1705721836242873,3.3832922035336566,9.955478256938349,{},,,,['https://docs.baptswap.com/technical-references/security'],,,,,parent#baptswap,,,,,,,True,,,,,
2225,AtoDEX,aptos:0x1d7a81a523f95a7c9bcaa90add9d9986976062c1d121daf547ac6902e19864f3,ADX,https://atodex.io,The pioneer AggregatorDEX with REFERRAL mechanism represent in Aptos.Unlimited revenue stream from FarmingReferral and Retroactive.,Aptos,https://icons.llama.fi/atodex.jpg,0,,,,Dexes,['Aptos'],atodex/index.js,AtodexOfficial,[],[],1666776525.0,,atodex,88.30632682726,{'Aptos': 88.30632682726},,,,{},,,,,,,,,,,,,,,,True,,,,,True
5329,ThalaSwap V2,aptos:0x7fd500c11216f0fe3095d0c4b8aa4d64a4e2e04f83758462f2b127255643615,THL,https://www.thala.fi/,"Thala is a decentralized finance protocol powered by the Move language, enabling seamless borrowing of a decentralized, over-collateralized stablecoin in Move Dollar and capital-efficient liquidity provisioning via a rebalancing AMM on the Aptos blockchain",Aptos,https://icons.llama.fi/thalaswap-v2.png,0,,,,Dexes,['Aptos'],thalaswap-v2/index.js,ThalaLabs,[],[],1731062853.0,"Aggregates TVL in all pools in Thalaswap, Thala Labs' AMM.",thalaswap-v2,0.2425920378,{'Aptos': 0.2425920378},0.45127848834343354,-3.6973615221825042,,{},,,,,,,,,parent#thala-labs,,,,,,,,,"{'Aptos': ['STHAPT', 'THAPT', 'veTHL']}",,,
2396,BlueMove Staking,aptos:0x27fafcc4e39daac97556af8a803dbb52bcb03f0821898dc845ac54225b9793eb,MOVE,https://bluemove.net,The leading Multi-chain NFT Marketplace on Aptos & Sui Blockchain.,Aptos,https://icons.llama.fi/bluemove.png,0,,,,NFT Marketplace,['Aptos'],blue-move-mart/index.js,BlueMove_OA,[],[],1672334345.0,The total value locked is the value of the $MOVE coin that was staked into the BlueMove platform.,bluemove-staking,0.0,"{'Aptos': 0, 'Aptos-staking': 1672283.3034192866, 'staking': 1672283.3034192866}",,,,{},,,,,,,,,parent#bluemove,,1672283.3034192866,,,,,,,,,,
2571,Mosquitos Finance,aptos:0x4db735a9d57f0ed393e44638540efc8e2ef2dccca3bd30c29bd09353b6285832,SUCKR,https://app.mosquitos.finance,Mosquitos Finance is a decentralized exchange with the most advanced perpetual yield farm running on Aptos Chain with lots of other curated features that let you earn additional rewards and enjoy the ecosystem. $SUCKR,Aptos,https://icons.llama.fi/mosquitos-finance.jpg,0,,mosquitos-finance,,Yield,['Aptos'],mosquitos-finance/index.js,Mosquitos_Fin,[],[],1677149680.0,,mosquitos-finance,0.0,"{'Aptos': 0, 'Aptos-staking': 7.627449707799999, 'staking': 7.627449707799999}",,,,{},,,,,,,,"[[1678320000, 'Rug Pull']]",,,7.627449707799999,,,,,,,,,1678320000,True
4597,Thala veTHL,aptos:0x7fd500c11216f0fe3095d0c4b8aa4d64a4e2e04f83758462f2b127255643615,THL,https://app.thala.fi/ve,Deposited THL and get veTHL,Aptos,https://icons.llama.fi/thala-vethl.png,0,,,,Liquid Staking,['Aptos'],thala-vethl/index.js,ThalaLabs,[],[],1715679178.0,"TVL data is pulled from the Thala's API ""https://app.thala.fi/api/vethl-tvl"".",thala-vethl,0.0,"{'Aptos': 0, 'Aptos-staking': 5088048.50166403, 'staking': 5088048.50166403}",,,,{},,,,,,,,,parent#thala-labs,,5088048.50166403,veTHL,,,,,,"{'Aptos': ['STHAPT', 'THAPT', 'veTHL']}",,,
4758,MoveGPT,0x63be1898a424616367e19bbd881f456a78470e123e2770b5b5dcdceb61279c54::movegpt_token::MovegptCoin,MGPT,https://movegpt.io,Start your project on MoveGPT Launchpad,Aptos,https://icons.llama.fi/movegpt.jpg,2,,movegpt,,Launchpad,['Aptos'],movegpt/index.js,MoveGPT,[],[],1718109892.0,TVL is calculated by summing the staked amounts in the specified staking pools on the Aptos blockchain.,movegpt,0.0,"{'Aptos': 0, 'Aptos-staking': 3311.5656497442505, 'staking': 3311.5656497442505}",,,,{},0.0,,,['https://scalebit.xyz/reports/MoveGPT-Final-Audit-Report.pdf'],,,,,,,3311.5656497442505,,,,,,,,,,
