id,name,address,symbol,url,description,chain,logo,audits,audit_note,gecko_id,cmcId,category,chains,module,twitter,forkedFrom,oracles,listedAt,methodology,slug,tvl,chainTvls,change_1h,change_1d,change_7d,tokenBreakdowns,mcap,referralUrl,treasury,audit_links,openSource,governanceID,github,hallmarks,parentProtocol,wrongLiquidity,staking,assetToken,oraclesByChain,pool2,stablecoins,misrepresentedTokens,language,tokensExcludedFromParent,deadUrl,deadFrom,rugged
2570,marginfi Lending,,-,https://app.marginfi.com,Connecting liquidity across DeFi.,Solana,https://icons.llama.fi/marginfi.jpg,0,,,,Lending,['Solana'],marginfi/index.js,marginfi,[],['Pyth'],1677103747.0,,marginfi-lending,435295794.3650391,{'Solana': 435295794.3650391},-0.5927034324093654,-2.7819376157193005,14.741492936088548,{},,,,,,,,,parent#marginfi,,,,,,,,,{'Solana': ['LST']},,,
2931,BlazeStake,solana:BLZEEuZUBVqFhj8adcCFPJvPVCiCyVmh3hkJMrU8KuJA,BLZE,https://stake.solblaze.org/,"BlazeStake is an innovative liquid staking protocol designed to support the Solana ecosystem. Delegators can choose to stake their SOL either through the standard delegation pool (which balances stake across hundreds of validators to support decentralization) or to any validators of their choice, all while receiving the liquid staking benefits of bSOL (access to instant unstake liquidity, increased staking yields through DeFi, Solana ecosystem token airdrops, and more).",Solana,https://icons.llama.fi/blazestake.jpg,2,,solblaze,25178,Liquid Staking,['Solana'],blazestake/index.js,solblaze_org,[],[],1683194920.0,,blazestake,325348900.5524031,{'Solana': 325348900.5524031},-1.9197925600818309,-2.3461202640542638,4.7598685773020435,{},0.0,,,['https://stake-docs.solblaze.org/protocol/audits'],,,,,,,,bSOL,,,,,,,,,
4802,Solayer SOL,,-,https://solayer.org,"sSOL is the universal liquidity layer for delegates [dApps] and LRTs on Solayer. Every unit of SOL can be perceived as a unit of blockspace lent towards dApps, securing network bandwidth and TPS.",Solana,https://icons.llama.fi/solayer-sol.jpg,0,,,,Restaking,['Solana'],solayer-ssol/index.js,solayer_labs,[],[],1731623189.0,TVL is calculated by restaked native SOL in the Solayer staking pool,solayer-sol,260638704.80818394,{'Solana': 260638704.80818394},-1.9259122289459754,-23.422469631249697,-26.50475165144772,{},,,,['https://docs.solayer.org/security/audits'],,,,,parent#solayer,,,,,,,,,,,,
4802,Solayer USD,,-,https://solayer.org,Solayer USD (sUSD) is the yield-bearing stablecoin on Solana,Solana,https://icons.llama.fi/solayer-usd.jpg,0,,,,RWA,['Solana'],solayer-susd/index.js,solayer_labs,[],[],1731623194.0,sUSD TVL is calculated by summing all assets backing the stablecoin,solayer-usd,260638704.80818394,{'Solana': 260638704.80818394},-1.9259122289459754,-23.422469631249697,-26.50475165144772,{},,,,['https://docs.solayer.org/security/audits'],,,,,parent#solayer,,,,,,,,,,,,
4368,Sanctum Infinity,,-,https://www.sanctum.so,Infinity is a multi-LST liquidity pool. It can support hundreds of different LSTs natively and enables frictionless exchanges between them.,Solana,https://icons.llama.fi/sanctum-infinity.jpg,0,,,,Dexes,['Solana'],sanctum-infinity/index.js,sanctumso,[],[],1711395350.0,TVL is calculated by calling the on-chain state of the Infinity pool,sanctum-infinity,216352127.9624702,{'Solana': 216352127.9624702},1.3125525253713022,-1.9003976399509952,-0.2921365014162802,{},,,,,,,,,parent#sanctum,,,,,,,,,,,,
4148,Meteora DLMM,,-,https://app.meteora.ag/dlmm,"Meteora's DLMM introduces a zero-slippage, bin-based concentrated liquidity AMM on Solana, enhancing LP profitability with dynamic fees and enabling precise liquidity strategies and shapes for deeper market liquidity",Solana,https://icons.llama.fi/meteora.png,0,,,,Dexes,['Solana'],meteora-dlmm/index.js,MeteoraAG,[],[],1708387360.0,,meteora-dlmm,170130013.47374114,{'Solana': 170130013.47374114},-0.08231878809577609,0.46942624857651083,14.810386669308272,{},,,,[],,,,,parent#meteora,,,,,,,,,,,,
2062,Kamino Liquidity,solana:KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,KMNO,https://kamino.finance/,"Solana's liquidity layer. Built on top of concentrated liquidity protocols, Kamino facilitates automated liquidity via quantitative models, depositing into optimized ranges, rebalancing positions, and auto-compounding of fees & rewards.",Solana,https://icons.llama.fi/kamino-liquidity.jpg,2,,,,Liquidity manager,['Solana'],kamino/index.js,KaminoFinance,[],['Pyth'],1662391548.0,,kamino-liquidity,166978350.7692962,{'Solana': 166978350.7692962},0.0,,28.85788559935486,{},,,,['https://smartstate.tech/reports/kamino-finance-report-27082022.html'],,,,,parent#kamino-finance,,,,,,,True,,,,,
2223,Meteora vaults,,-,https://vaults.mercurial.finance,"Meteora Dynamic Yield Layer allows any protocol, including wallets, treasuries, and Automated Market Makers (AMMs), to build on top of this layer to generate more returns for their Liquidity Providers (LPs). The liquidity of any protocol built on this yield infra can be dynamically allocated to various lending platforms.",Solana,https://icons.llama.fi/meteora.png,2,,,,Yield Aggregator,['Solana'],mercurical-vaults/index.js,MeteoraAG,[],[],1666698713.0,,meteora-vaults,138958265.8556827,{'Solana': 138958265.8556827},-0.8913235786038172,-1.0542608022186357,-1.2123876562301632,{},,,,"['https://drive.google.com/file/d/1CjdMl7LhJisnI1LTrAFt2Bvi5ahqq1yc/view', 'https://drive.google.com/file/d/1cJ2ZH23yj9uO1otR2pLDQ1MP3OJm84IW/view']",,,,,parent#meteora,,,,,,,,,,,,
5179,Bybit Staked SOL,,-,https://www.bybit.com/en/web3/staking/BybitSOL,Liquid Staking SOL,Solana,https://icons.llama.fi/bybit-staked-sol.jpg,0,,,,Liquid Staking,['Solana'],bybitSOL/index.js,Bybit_Web3,[],[],1727265656.0,,bybit-staked-sol,124364401.19497488,{'Solana': 124364401.19497488},-1.9196243175023255,-3.0763633757906064,1.8829815316694578,{},,,,,,,,,,,,BBSOL,,,,,,,,,
385,Meteora pools,,-,https://mercurial.finance/,Meteora Pools is building the infrastructure for stable and pegged assets for Solana.,Solana,https://icons.llama.fi/meteora.png,0,,mercurial,9549,Dexes,['Solana'],mercurial.js,MeteoraAG,,,,To obtain the Mercurial TVL we make on-chain calls using the function getTokenBalance() that uses the address of the token and the address of the contract where the token is located. The addresses used are the 3pool addresses and the SOL 2pool address where the corresponding tokens were deposited and these addresses are hard-coded. This returns the number of tokens held in each contract. We then use Coingecko to get the price of each token in USD to export the sum of all tokens.,meteora-pools,92585509.25144136,{'Solana': 92585509.25144136},-0.34439371744093705,-0.6051615149317797,0.00020770242386447535,{},70094.48989942415,,,,False,,,,parent#meteora,,,,,,,,,,,,
3388,Sanctum Reserve,,-,https://www.sanctum.so,"The Reserve, also known as Sanctum Reserve Pool, is a pool of idle SOL that accepts staked SOL and gives SOL from its pool in return.",Solana,https://icons.llama.fi/sanctum-reserve.jpg,2,,,,Yield,['Solana'],sanctum/index.js,sanctumso,[],[],1692111232.0,"TVL is calculated by summing total incoming stake from stake accounts that were instant unstaked but not yet reclaimed, and the pool's SOL reserves.",sanctum-reserve,86056895.91217801,{'Solana': 86056895.91217801},1.3191958905734964,-1.5361421893175304,8.204875693793468,{},,,,['https://github.com/igneous-labs/sanctum-unstake-program/blob/master/audits/sec3-20230724.pdf'],,,,,parent#sanctum,,,,,,,,,,,,
4995,Helius Staked SOL,,-,https://www.helius.dev,Liquid staking on Solana,Solana,https://icons.llama.fi/helius-staked-sol.jpg,0,,,,Liquid Staking,['Solana'],helius-sol/index.js,heliuslabs,[],[],1723799416.0,,helius-staked-sol,79974089.39512612,{'Solana': 79974089.39512612},-1.919917382528297,-2.1632869781341526,3.4478393760338975,{},,,,[],,,,,,,,HSOL,,,,,,,,,
1173,JPool,,-,https://jpool.one,"JPool is a stake pool on the Solana blockchain network enabling safe, secure, high-yield rewards on your staked SOL.",Solana,https://icons.llama.fi/jpool.png,0,,,,Liquid Staking,['Solana'],jpool.js,JPoolSolana,,,1641070522.0,JSOL total supply as it's equal to the SOL staked,jpool,79555952.02464041,{'Solana': 79555952.02464041},-1.919917382528297,-2.1671383637916932,5.946890915359091,{},,,,,False,,,,,,,JSOL,,,,,,,,,
3570,marginfi LST,,-,https://app.marginfi.com/stake,"Liquid Staking solution on Solana to get exposure to SOL, $LST is built on mrgn's validator network and Jito's MEV rewards.",Solana,https://icons.llama.fi/marginfi.jpg,0,,,,Liquid Staking,['Solana'],marginfi-lst/index.js,marginfi,[],[],1695920989.0,,marginfi-lst,79084195.78473659,{'Solana': 79084195.78473659},1.316196948943201,-1.931043529022702,4.943627299423795,{},,,,,,,,,parent#marginfi,,,,,,,,,,,,
4751,The Vault,,-,https://thevault.finance,"vSOL is a stake pool that supports community-focused validators. Stake with us now to support the Solana native communities! At The Vault, we believe the Solana network will be the strongest if the network is secured by validators that have a large social stake in Solana. Most top validators by stake amount are not Solana focused entities, but instead represent the crypto industry in general. The Vault stake pool will strive to bring the financial stake in-line with the existing social stake of Solana-centric communities.",Solana,https://icons.llama.fi/the-vault.jpg,0,,,,Liquid Staking,['Solana'],thevault/index.js,thevaultfinance,[],[],1718102171.0,,the-vault,70306280.04890047,{'Solana': 70306280.04890047},-1.9297349857626926,-2.676748741072714,5.225103584406881,{},,,,,,,,,,,,vSOL,,,,,,,,,
5046,Drift Staked SOL,solana:DriFtupJYLTosbwoN8koMbEYSx54aFAVLddWsbksjwg7,DRIFT,https://app.drift.trade/overview,Liquid Staking token on Solana,Solana,https://icons.llama.fi/drift-staked-sol.jpg,0,,,,Liquid Staking,['Solana'],dSOL/index.js,DriftProtocol,[],[],1724680364.0,,drift-staked-sol,66391708.60219282,{'Solana': 66391708.60219282},-1.9038040192633616,-2.881470606515208,14.067349268811057,{},,,,,,,,,parent#drift,,,dSOL,,,,,,,,,
4129,Edgevana,,-,https://www.edgevana.com,"Liquid Staking solution on Solana, powered by Edgevana.",Solana,https://icons.llama.fi/edgevana.jpg,2,,,,Liquid Staking,['Solana'],edgevana/index.js,edgevana,[],[],1707924810.0,Uses the SPL Stake Pool SDK to fetch the total supply of deposited SOL into the Edgevana Stake Pool,edgevana,59059249.86683534,{'Solana': 59059249.86683534},1.3191855463148698,-1.5357647050479386,8.347835943027519,{},,,,['https://spl.solana.com/stake-pool#security-audits'],,,,,,,,edgeSOL,,,,,,,,,
4994,Bonk Staked SOL,,-,https://bonkcoin.com,Liquid staking on Solana,Solana,https://icons.llama.fi/bonk-staked-sol.jpg,0,,,,Liquid Staking,['Solana'],bonk-sol/index.js,bonk_inu,[],[],1723798801.0,,bonk-staked-sol,42767509.424204685,{'Solana': 42767509.424204685},-1.919917382528297,-6.376192719035089,-6.202050055274995,{},,,,[],,,,,,,,BONKSOL,,,,,,,,,
4266,Backpack,,-,https://backpack.exchange,Next-level crypto wallet and exchange. ,Solana,https://icons.llama.fi/backpack.jpg,0,,,,CEX,['Solana'],backpack/index.js,Backpack,[],[],,,backpack,39468945.816247,{'Solana': 39468945.816247},0.5533851893889192,-2.807274426187803,4.287002559772901,{},,,,,,,,,,,,,,,,,,,,,
5330,Bitget SOL,,-,https://www.bitget.com/price/solana/staking,"Earn daily profits without risking your principal! Your returns are based on on-chain staking, and if the on-chain ROI changes, the APR will adjust accordingly.",Solana,https://icons.llama.fi/bitget-sol.jpg,0,,,,Liquid Staking,['Solana'],bgsol/index.js,bitgetglobal,[],[],1731062934.0,Bitget Staked SOL (BGSOL) is a tokenized representation on your staked sSOL,bitget-sol,39068507.656195655,{'Solana': 39068507.656195655},-1.8001207524942089,-1.2597730274866166,,{},,,,,,,,,,,,BGSOL,,,,,,,,,
5002,Lulo,,-,https://lulo.fi/,"Lulo is a decentralized lending aggregator, which automatically optimizes users deposits by migrating their deposits to the lending pool with the best yield, while allowing for personalized risk settings",Solana,https://icons.llama.fi/lulo.png,2,,,,Yield Aggregator,['Solana'],lulo/index.js,uselulo,[],[],1723917455.0,Volume is calculated by summing the total USD value of deposited funds in Lulo across all tokens,lulo,38996374.49251218,{'Solana': 38996374.49251218},0.13267839420171867,0.5270990573820171,4.602975649899548,{},,,,['https://docs.lulo.fi/audits'],,,,,,,,,,,,,,,,,
2707,SPL Governance,,-,https://app.realms.today,SPL Governance is a program which provides core building blocks and primitives to create Decentralized Autonomous Organizations (DAOs) on the Solana blockchain. The program is DAO type and asset type agnostic and can be used to build any type of DAOs which can own and manage any type of assets,Solana,https://icons.llama.fi/spl-governance.png,0,,,,Governance Incentives,['Solana'],spl-governance/index.js,realms_daos,[],[],1679437797.0,"SOL token and stables held in the contracts are counted under tvl, gov tokens are counted under staking",spl-governance,33293199.915585928,"{'Solana': 33293199.915585928, 'Solana-staking': 659055032.7249905, 'staking': 659055032.7249905}",,,,{},,,,,,,,,,,659055032.7249905,,,,,,,,,,
419,Saber,solana:Saber2gLauYim4Mvftnrasomsv6NvAuncvMEZwcLpD1,SBR,https://saberdao.io/,"The Saber AMM offers advanced automated market-making pools on Solana, enabling efficient trading between pegged assets such as USDC, USDT, SOL, mSOL and bSOL.",Solana,https://icons.llama.fi/saber.jpg,0,,saber,11181,Dexes,['Solana'],saber.js,The_Saber_DAO,,,,,saber,25297004.134639356,{'Solana': 25297004.134639356},-1.116134619548859,-1.268838151088616,6.21381283288342,{},4879356.619893967,,,,,,['saberdao'],"[[1667865600, 'FTX collapse']]",,,,,,,,,,,,,
3950,Parcl V3,solana:4LLbsb5ReP3yEtYzmXewyGjcir5uXtKFURtaEUVC2AHs,PRCL,https://www.parcl.co,Parcl v3 is a perpetuals dex that offers real estate index markets for speculating or hedging,Solana,https://icons.llama.fi/parcl-v3.jpg,2,,,,Derivatives,['Solana'],parcl-v3/index.js,Parcl,[],['Pyth'],1703211654.0,,parcl-v3,25228315.316012908,{'Solana': 25228315.316012908},0.09160561872201356,-0.3390928831734499,-16.345532956045716,{},,,,['https://docs.parcl.co/security'],,,,,parent#parcl,,,,,,,,,,,,
862,Quarry,,-,https://quarry.so,Quarry is an open protocol for launching liquidity mining programs.,Solana,https://icons.llama.fi/quarry.png,0,,,,Yield,['Solana'],quarry/index.js,quarryprotocol,,,1637345891.0,TVL counts deposits made to Quarry Protocol. CoinGecko is used to find the price of tokens in USD.,quarry,22527531.49010253,{'Solana': 22527531.49010253},-0.5566492600910067,-0.8232725524268858,9.570798445178823,{},,,,,,,['QuarryProtocol'],"[[1665521360, 'Mango Markets Hack']]",,,,,,,,,,,,,
145,Serum,,SRM,https://projectserum.com/,Serum is a decentralized exchange (DEX) and ecosystem that brings unprecedented speed and low transaction costs to decentralized finance.,Solana,https://icons.llama.fi/serum.jpg,,,serum,6187,Dexes,['Solana'],serum.js,ProjectSerum,,,,,serum,21967260.851057082,{'Solana': 21967260.851057082},-0.7442885808721087,-0.8357669090707702,5.210557084722382,{},10963681.204926008,,,,,,"['project-serum', 'SerumTaxTime']","[[1667826000, 'FTX/Alameda collapse'], [1680310800, 'Move to onchain data']]",,,,,,,,,,,True,,
5338,SolanaHub Staked SOL,,-,https://www.solanahub.app/,"SolanaHub is your all-in-one solution, designed for everyday utility. We prioritize composability and safety and encourage exploration of the Solana ecosystem",Solana,https://icons.llama.fi/solanahub-staked-sol.jpg,2,,,,Liquid Staking,['Solana'],solanahub-sol/index.js,SolanaHubApp,[],[],1731263252.0,SolanaHub Staked SOL (hubSOL) is a tokenized representation on your staked SOL + stake rewards,solanahub-staked-sol,17297662.36437765,{'Solana': 17297662.36437765},-2.0444211025550203,-2.0144954479699066,,{},,,,['https://docs.solanahub.app/platform/audits'],,,,,,,,hubSOL,,,,,,,,,
4107,FlashTrade,,-,https://www.flash.trade/,Asset backed trading with zero price impact and on demand liquidity,Solana,https://icons.llama.fi/flashtrade.jpg,0,,,,Derivatives,['Solana'],flashtrade/index.js,FlashTrade_,[],['Pyth'],1707227945.0,tvl is the usd equivalent value of all the assets in our pools.,flashtrade,16199750.361914804,{'Solana': 16199750.361914804},-0.5198473163870005,-4.0218621490101185,-2.824570943522204,{},,,,,,,,,,,,,,,,,,,,,
358,Parrot Protocol,solana:PRT88RkA4Kg5z7pKnezeNH4mafTvtQdfFgpQTGRjz44,PRT,https://parrot.fi,Stablecoin,Solana,https://icons.llama.fi/parrot-protocol.jpg,1,,parrot-protocol,11935,CDP,['Solana'],parrot.js,gopartyparrot,,,,,parrot-protocol,14023786.848028898,"{'Solana-staking': 708067.3864320582, 'Solana': 14023786.848028898, 'staking': 708067.3864320582}",-1.0314764622186772,-1.8524606561645953,4.590084648498021,{},0.0,,parrot-protocol.js,['https://doc.parrot.fi/security/'],False,,,,,,708067.3864320582,,,,['parrot-usd'],,,,,,
3170,Phoenix,,-,https://phoenix.trade,"Phoenix is a decentralized limit order book on Solana that is fully on-chain, non-custodial, and crankless.",Solana,https://icons.llama.fi/phoenix.png,2,,,,Dexes,['Solana'],ellipisis-phoenix/index.js,PhoenixTrade,,[],1687942915.0,,phoenix,13906603.689860893,{'Solana': 13906603.689860893},-4.7279306066479165,-1.851719069035596,-19.358343872130817,{},,,,,,,['Ellipsis-Labs'],,,,,,,,,,,,,,
620,Francium,,-,https://francium.io,"Francium is a DeFi yield strategy Platform on Solana, providing leveraged/hedged farming, DeFi strategies & on-chain trading strategies. Francium also help users to build their own yield strategy through strategy dev toolbox. Granted by Solana & Serum.",Solana,https://icons.llama.fi/francium.png,2,,,,Yield,['Solana'],francium.js,Francium_Defi,,['Pyth'],,Value of total LP tokens locked + deposits that are not borrowed.,francium,13401626.856175335,{'Solana': 13401626.856175335},0.0,0.5792307344690215,2.3169078067050606,{},,,,['https://www.certik.org/projects/francium'],False,,,"[[1667865600, 'FTX collapse']]",,,,,,,,,,,,,
5353,Adrena Protocol,solana:AuQaustGiaqxRvj2gtCdrd22PBzTn8kM3kEPEkZCtuDw,ADX,https://app.adrena.xyz,Solana Perps DEX. 100x Leverage. 0% Slippage. 100% Rev Share. Open Source. Community Owned.,Solana,https://icons.llama.fi/adrena-protocol.jpg,2,,adrena,,Derivatives,['Solana'],adrena/index.js,AdrenaProtocol,[],[],1731508730.0,TVL counts tokens deposited in the Liquidity Pool.,adrena-protocol,12779319.49593406,"{'Solana-staking': 3393579.3258595555, 'Solana': 12779319.49593406, 'staking': 3393579.3258595555}",-0.9626763807780918,-0.8540277542356307,,{},3931692.41545979,,,['https://docs.adrena.xyz/technical-documentation/audits'],,,['AdrenaFoundation'],,,,3393579.3258595555,,,,,,,,,,
3174,Mango Markets V4 Perps,solana:MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac,MNGO,https://mango.markets,A magical new way to interact with DeFi. Groundbreaking safety features designed to keep your funds secure. The easiest way to margin trade any token pair. All powered by flashloans.,Solana,https://icons.llama.fi/mango-markets-v4-perps.png,2,,,,Derivatives,['Solana'],mango-markets-v4/index.js,mangomarkets,[],"['Pyth', 'Switchboard']",1688042613.0,,mango-markets-v4-perps,12442477.03187322,"{'Solana-borrowed': 5197101.026237757, 'Solana': 12442477.03187322, 'borrowed': 5197101.026237757}",-0.5136708169029447,-9.028869343860151,-27.976467925636157,{},,,,['https://docs.mango.markets/mango-markets/audits'],,,,,parent#mango-markets,True,,,,,,,,,,,
315,Tulip Protocol,solana:TuLipcqtGVXP9XR62wM8WWCm6a9vhLs7T1uoWBk6FDs,TULIP,https://tulip.garden/,The Efficient Solana Yield Aggregator,Solana,https://icons.llama.fi/tulip-protocol.png,0,,solfarm,10373,Yield,['Solana'],solfarm.js,TulipProtocol,,['Pyth'],,,tulip-protocol,12242473.721028514,{'Solana': 12242473.721028514},0.0,0.0,0.0,{},605895.8739344617,,,,False,,['sol-farm'],"[[1667865600, 'FTX collapse']]",,,,,,,,,,,,,
3053,FluxBeam,,-,https://fluxbeam.xyz,"Solana DEX, supporting innovation and Token-2022",Solana,https://icons.llama.fi/fluxbeam.jpg,0,,,,Dexes,['Solana'],fluxbeam-xyz/index.js,FluxBeamDEX,,[],1685612658.0,,fluxbeam,11546174.417083394,{'Solana': 11546174.417083394},,,,{},,,,,,,,,,,,,,,,,,,,,
5286,Fragmetric,,-,https://fragmetric.xyz,"Fragmetric is a native liquid restaking protocol on Solana that aims to improve the economic potential and security of the Solana ecosystem. Fragmetric succeeded in carrying out NCN reward distribution by utilizing Solana's token extension. Additionally, Fragmetric created useful solutions, such as the Normalized Token Program, for utilizing various LSTs in restaking platforms. The goal of Fragmetric is to create a safe, open, and incredibly effective restaking system that empowers users and supports the stability of the Solana restaking ecosystem.",Solana,https://icons.llama.fi/fragmetric.jpg,0,,,,Liquid Restaking,['Solana'],fragmetric/index.js,fragmetric,[],[],1730019630.0,TVL is calculated by summing all restaked assets.,fragmetric,10098214.60026587,{'Solana': 10098214.60026587},-1.3328090707980351,-2.454696133588584,7.549447202919339,{},,,,,,,,,,,,,,,,,,,,,
